q,rvnm,stcd,stnm,tm,wptn,z
26900,长江干流,60113400,九江,1785812400000,4,15.040
26800,长江干流,60113400,九江,1785823200000,6,15.032
26800,长江干流,60113400,九江,1785834000000,4,15.018
26900,长江干流,60113400,九江,1785841200000,4,14.997
26900,长江干流,60113400,九江,1785848400000,4,14.985
27100,长江干流,60113400,九江,1785855600000,4,14.978
26900,长江干流,60113400,九江,1785862800000,4,14.966
27100,长江干流,60113400,九江,1785870000000,4,14.944
27200,长江干流,60113400,九江,1785877200000,4,14.934
27100,长江干流,60113400,九江,1785880800000,4,14.933
27000,长江干流,60113400,九江,1785884400000,4,14.917
27100,长江干流,60113400,九江,1785888000000,4,14.912
26900,长江干流,60113400,九江,1785891600000,4,14.910
26900,长江干流,60113400,九江,1785902400000,4,14.898
26900,长江干流,60113400,九江,1785913200000,4,14.888
27200,长江干流,60113400,九江,1785924000000,4,14.869
27100,长江干流,60113400,九江,1785931200000,4,14.845
27100,长江干流,60113400,九江,1785938400000,4,14.850
27400,长江干流,60113400,九江,1785945600000,4,14.809
27300,长江干流,60113400,九江,1785952800000,6,14.798
27400,长江干流,60113400,九江,1785956400000,4,14.795
27300,长江干流,60113400,九江,1785963600000,4,14.777
27400,长江干流,60113400,九江,1785967200000,4,14.768
27200,长江干流,60113400,九江,1785970800000,4,14.763
27200,长江干流,60113400,九江,1785974400000,4,14.755
27300,长江干流,60113400,九江,1785978000000,4,14.749
27000,长江干流,60113400,九江,1785988800000,6,14.746
27100,长江干流,60113400,九江,1785999600000,5,14.744
27200,长江干流,60113400,九江,1786010400000,4,14.730
27300,长江干流,60113400,九江,1786017600000,4,14.720
27400,长江干流,60113400,九江,1786024800000,4,14.701
27600,长江干流,60113400,九江,1786060800000,4,14.632
26600,长江干流,60113400,九江,1786071600000,4,14.620
26800,长江干流,60113400,九江,1786078800000,5,14.618
26900,长江干流,60113400,九江,1786082400000,4,14.612
26900,长江干流,60113400,九江,1786089600000,4,14.597
27000,长江干流,60113400,九江,1786093200000,6,14.597
27000,长江干流,60113400,九江,1786096800000,4,14.587
27000,长江干流,60113400,九江,1786100400000,4,14.577
26900,长江干流,60113400,九江,1786107600000,4,14.574
26900,长江干流,60113400,九江,1786111200000,4,14.567
26900,长江干流,60113400,九江,1786114800000,4,14.563
27000,长江干流,60113400,九江,1786118400000,4,14.561
27100,长江干流,60113400,九江,1786122000000,4,14.557
27100,长江干流,60113400,九江,1786125600000,4,14.548
27100,长江干流,60113400,九江,1786129200000,4,14.540
27000,长江干流,60113400,九江,1786132800000,4,14.538
27100,长江干流,60113400,九江,1786136400000,5,14.539
27000,长江干流,60113400,九江,1786140000000,5,14.541
27000,长江干流,60113400,九江,1786143600000,5,14.544
27200,长江干流,60113400,九江,1786147200000,4,14.532
27300,长江干流,60113400,九江,1786154400000,5,14.530
27200,长江干流,60113400,九江,1786158000000,4,14.525
27400,长江干流,60113400,九江,1786165200000,4,14.516
27200,长江干流,60113400,九江,1786172400000,4,14.505
27300,长江干流,60113400,九江,1786176000000,5,14.506
27300,长江干流,60113400,九江,1786179600000,5,14.507
27300,长江干流,60113400,九江,1786183200000,5,14.511
27500,长江干流,60113400,九江,1786186800000,4,14.510
27700,长江干流,60113400,九江,1786194000000,4,14.500
27300,长江干流,60113400,九江,1786197600000,4,14.492
27300,长江干流,60113400,九江,1786201200000,4,14.490
27400,长江干流,60113400,九江,1786204800000,4,14.480
27400,长江干流,60113400,九江,1786208400000,5,14.486
27400,长江干流,60113400,九江,1786212000000,4,14.480
27300,长江干流,60113400,九江,1786215600000,5,14.488
27500,长江干流,60113400,九江,1786219200000,5,14.489
27500,长江干流,60113400,九江,1786222800000,4,14.486
27700,长江干流,60113400,九江,1786226400000,4,14.478
27600,长江干流,60113400,九江,1786230000000,5,14.485
28000,长江干流,60113400,九江,1786233600000,4,14.470
28200,长江干流,60113400,九江,1786240800000,4,14.448
28300,长江干流,60113400,九江,1786244400000,4,14.443
28100,长江干流,60113400,九江,1786251600000,4,14.431
28300,长江干流,60113400,九江,1786255200000,4,14.43
28300,长江干流,60113400,九江,1786258800000,5,14.441
28200.000,长江干流,60113400,九江,1786262400000,4,14.421
28500,长江干流,60113400,九江,1786266000000,4,14.414
28400,长江干流,60113400,九江,1786269600000,4,14.402
28500,长江干流,60113400,九江,1786273200000,4,14.386
28200,长江干流,60113400,九江,1786280400000,4,14.375
28100,长江干流,60113400,九江,1786284000000,4,14.364
27900,长江干流,60113400,九江,1786287600000,5,14.369
27700,长江干流,60113400,九江,1786291200000,5,14.377
27700,长江干流,60113400,九江,1786294800000,5,14.385
28000,长江干流,60113400,九江,1786298400000,5,14.386
28000,长江干流,60113400,九江,1786302000000,4,14.373
28000,长江干流,60113400,九江,1786305600000,4,14.371
28300,长江干流,60113400,九江,1786309200000,4,14.362
28100,长江干流,60113400,九江,1786312800000,4,14.350
27900,长江干流,60113400,九江,1786316400000,5,14.356
27900,长江干流,60113400,九江,1786320000000,5,14.364
28000,长江干流,60113400,九江,1786327200000,4,14.348
28100,长江干流,60113400,九江,1786334400000,4,14.331
27900,长江干流,60113400,九江,1786341600000,5,14.359
27300,长江干流,60113400,九江,1786348800000,5,14.384
27300,长江干流,60113400,九江,1786352400000,5,14.397
26900,长江干流,60113400,九江,1786359600000,5,14.415
26800,长江干流,60113400,九江,1786363200000,5,14.438
26900,长江干流,60113400,九江,1786370400000,5,14.464
26700,长江干流,60113400,九江,1786374000000,5,14.473
26700,长江干流,60113400,九江,1786377600000,5,14.479
26900,长江干流,60113400,九江,1786381200000,5,14.485
26900.000,长江干流,60113400,九江,1786384800000,5,14.487
26900,长江干流,60113400,九江,1786388400000,5,14.495
26900,长江干流,60113400,九江,1786392000000,5,14.496
26800,长江干流,60113400,九江,1786395600000,5,14.498
26700,长江干流,60113400,九江,1786399200000,5,14.504
26800,长江干流,60113400,九江,1786402800000,5,14.514
26800,长江干流,60113400,九江,1786406400000,5,14.523
27200,长江干流,60113400,九江,1786413600000,5,14.538
27400,长江干流,60113400,九江,1786420800000,5,14.552
27400,长江干流,60113400,九江,1786424400000,4,14.549
27500,长江干流,60113400,九江,1786428000000,5,14.552
27400,长江干流,60113400,九江,1786431600000,5,14.556
27400,长江干流,60113400,九江,1786438800000,5,14.554
27300,长江干流,60113400,九江,1786442400000,5,14.558
27500,长江干流,60113400,九江,1786446000000,5,14.563
27500,长江干流,60113400,九江,1786453200000,4,14.557
27800,长江干流,60113400,九江,1786456800000,5,14.558
27800,长江干流,60113400,九江,1786460400000,4,14.557
27700,长江干流,60113400,九江,1786464000000,5,14.561
27400,长江干流,60113400,九江,1786467600000,4,14.558
27700,长江干流,60113400,九江,1786471200000,5,14.562
27700,长江干流,60113400,九江,1786474800000,5,14.564
27700,长江干流,60113400,九江,1786478400000,5,14.565
27600,长江干流,60113400,九江,1786482000000,6,14.565
27600,长江干流,60113400,九江,1786485600000,4,14.563
27600,长江干流,60113400,九江,1786489200000,5,14.566
27500,长江干流,60113400,九江,1786492800000,5,14.569
27500,长江干流,60113400,九江,1786503600000,5,14.572
27500,长江干流,60113400,九江,1786507200000,4,14.568
27400,长江干流,60113400,九江,1786514400000,4,14.558
27400,长江干流,60113400,九江,1786519080000,5,14.560
27300.000,长江干流,60113400,九江,1786521600000,4,14.558
27300,长江干流,60113400,九江,1786525200000,4,14.555
27100,长江干流,60113400,九江,1786528800000,5,14.559
27200,长江干流,60113400,九江,1786532400000,4,14.557
27100,长江干流,60113400,九江,1786536000000,4,14.550
27400,长江干流,60113400,九江,1786543200000,4,14.545
27300,长江干流,60113400,九江,1786546800000,6,14.545
27300,长江干流,60113400,九江,1786550400000,4,14.540
27300,长江干流,60113400,九江,1786554000000,5,14.541
27100,长江干流,60113400,九江,1786557600000,4,14.538
27100,长江干流,60113400,九江,1786561200000,6,14.538
27100,长江干流,60113400,九江,1786564800000,4,14.533
27000,长江干流,60113400,九江,1786568400000,5,14.535
27000,长江干流,60113400,九江,1786572000000,4,14.531
27000,长江干流,60113400,九江,1786575600000,6,14.531
26900,长江干流,60113400,九江,1786579200000,4,14.527
26800,长江干流,60113400,九江,1786590000000,5,14.532
27000,长江干流,60113400,九江,1786597200000,6,14.530
27000,长江干流,60113400,九江,1786600800000,5,14.534
27000,长江干流,60113400,九江,1786608000000,4,14.536
27000,长江干流,60113400,九江,1786611600000,4,14.534
26800,长江干流,60113400,九江,1786615200000,5,14.538
27100,长江干流,60113400,九江,1786618800000,5,14.563
27500,长江干流,60113400,九江,1786622400000,5,14.579
27800,长江干流,60113400,九江,1786629600000,4,14.539
28000,长江干流,60113400,九江,1786633200000,4,14.530
27900,长江干流,60113400,九江,1786636800000,4,14.507
27900,长江干流,60113400,九江,1786640400000,4,14.505
27600,长江干流,60113400,九江,1786644000000,4,14.504
27500,长江干流,60113400,九江,1786647600000,4,14.503
27200,长江干流,60113400,九江,1786651200000,5,14.512
27300,长江干流,60113400,九江,1786654800000,5,14.518
27200,长江干流,60113400,九江,1786658400000,5,14.527
27300,长江干流,60113400,九江,1786662000000,5,14.528
27300,长江干流,60113400,九江,1786665600000,5,14.537
27200,长江干流,60113400,九江,1786666800000,,14.540
27500,长江干流,60113400,九江,1786676400000,5,14.557
27700,长江干流,60113400,九江,1786680000000,5,14.563
27700,长江干流,60113400,九江,1786683600000,5,14.574
27800,长江干流,60113400,九江,1786687200000,4,14.570
27900,长江干流,60113400,九江,1786690800000,6,14.570
28200,长江干流,60113400,九江,1786698000000,5,14.577
28300,长江干流,60113400,九江,1786701600000,5,14.581
28100,长江干流,60113400,九江,1786705200000,5,14.582
28000,长江干流,60113400,九江,1786708800000,5,14.598
28200,长江干流,60113400,九江,1786712400000,5,14.604
28300,长江干流,60113400,九江,1786719600000,5,14.634
28200,长江干流,60113400,九江,1786723200000,5,14.645
28600,长江干流,60113400,九江,1786726800000,5,14.650
28600,长江干流,60113400,九江,1786730400000,5,14.657
28600,长江干流,60113400,九江,1786734000000,5,14.661
28600,长江干流,60113400,九江,1786737600000,5,14.666
28800,长江干流,60113400,九江,1786741200000,5,14.676
28900,长江干流,60113400,九江,1786744800000,5,14.682
29100,长江干流,60113400,九江,1786748400000,5,14.691
29100,长江干流,60113400,九江,1786752000000,5,14.698
27700,长江干流,60113400,九江,1786755600000,5,14.703
