kind,q,rvnm,showdp,sort,sortall,sortw1,sortw2,sortw3,sortwdp,status,stcd,stnm,stype,tm,websiteid,wptn,z
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786201200000,6,6,32.080
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786204800000,6,5,32.090
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786208400000,6,4,32.080
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786212000000,6,5,32.090
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786215600000,6,6,32.090
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786219200000,6,6,32.090
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786222800000,6,6,32.090
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786226400000,6,6,32.090
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786230000000,6,6,32.090
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786240800000,6,6,32.090
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786244400000,6,6,32.090
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786251600000,6,5,32.100
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786255200000,6,6,32.100
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786258800000,6,4,32.090
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786262400000,6,5,32.100
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786266000000,6,6,32.100
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786269600000,6,6,32.100
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786273200000,6,5,32.110
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786280400000,6,4,32.100
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786284000000,6,5,32.110
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786287600000,6,6,32.110
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786291200000,6,6,32.110
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786294800000,6,6,32.110
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786298400000,6,6,32.110
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786302000000,6,6,32.110
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786305600000,6,6,32.110
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786309200000,6,6,32.110
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786312800000,6,5,32.120
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786316400000,6,6,32.120
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786320000000,6,6,32.120
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786327200000,6,6,32.110
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786334400000,6,6,32.110
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786341600000,6,6,32.100
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786348800000,6,6,32.100
1,0.000,安乡河,0,19,0,0,0,0,0,1,61501800,康家岗,0,1786352400000,6,6,32.100
