q,tm,wptn,z,stcd,stnm,www,rvnm
234.0,1786201200000,4,148.77,62001900,陶岔,1,汉江
235.0,1786204800000,6,148.77,62001900,陶岔,1,汉江
241.0,1786208400000,6,148.77,62001900,陶岔,1,汉江
238.0,1786212000000,4,148.76,62001900,陶岔,1,汉江
238.0,1786215600000,5,148.8,62001900,陶岔,1,汉江
238.0,1786219200000,4,148.76,62001900,陶岔,1,汉江
242.0,1786222800000,5,148.79,62001900,陶岔,1,汉江
235.0,1786226400000,4,148.76,62001900,陶岔,1,汉江
239.0,1786230000000,5,148.77,62001900,陶岔,1,汉江
245.0,1786240800000,4,148.78,62001900,陶岔,1,汉江
239.0,1786244400000,6,148.78,62001900,陶岔,1,汉江
242.0,1786251600000,4,148.82,62001900,陶岔,1,汉江
241.0,1786255200000,4,148.8,62001900,陶岔,1,汉江
238.0,1786258800000,6,148.8,62001900,陶岔,1,汉江
239.0,1786262400000,4,148.78,62001900,陶岔,1,汉江
233.0,1786266000000,4,148.74,62001900,陶岔,1,汉江
232.0,1786269600000,4,148.73,62001900,陶岔,1,汉江
235.0,1786273200000,4,148.71,62001900,陶岔,1,汉江
234.0,1786280400000,5,148.72,62001900,陶岔,1,汉江
235.0,1786284000000,4,148.71,62001900,陶岔,1,汉江
236.0,1786287600000,5,148.72,62001900,陶岔,1,汉江
235.0,1786291200000,4,148.71,62001900,陶岔,1,汉江
230.0,1786294800000,5,148.72,62001900,陶岔,1,汉江
231.0,1786298400000,5,148.73,62001900,陶岔,1,汉江
232.0,1786302000000,4,148.7,62001900,陶岔,1,汉江
235.0,1786305600000,5,148.72,62001900,陶岔,1,汉江
237.0,1786309200000,4,148.7,62001900,陶岔,1,汉江
234.0,1786312800000,5,148.71,62001900,陶岔,1,汉江
229.0,1786316400000,4,148.67,62001900,陶岔,1,汉江
233.0,1786320000000,5,148.72,62001900,陶岔,1,汉江
237.0,1786327200000,4,148.67,62001900,陶岔,1,汉江
226.0,1786334400000,4,148.67,62001900,陶岔,1,汉江
229.0,1786341600000,6,148.68,62001900,陶岔,1,汉江
230.0,1786348800000,4,148.62,62001900,陶岔,1,汉江
231.0,1786352400000,5,148.68,62001900,陶岔,1,汉江
230.0,1786359600000,5,148.69,62001900,陶岔,1,汉江
