kind,q,rvnm,showdp,sort,sortall,sortw1,sortw2,sortw3,sortwdp,status,stcd,stnm,stype,tm,websiteid,wptn,z
1,920.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786201200000,6,4,37.700
1,930.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786204800000,6,5,37.710
1,935.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786208400000,6,5,37.730
1,945.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786212000000,6,5,37.770
1,947.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786215600000,6,5,37.790
1,947.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786219200000,6,5,37.810
1,941.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786222800000,6,6,37.810
1,934.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786226400000,6,4,37.800
1,925.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786230000000,6,4,37.780
1,896.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786240800000,6,4,37.720
1,887.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786244400000,6,4,37.700
1,862.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786251600000,6,4,37.650
1,851.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786255200000,6,4,37.620
1,842.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786258800000,6,4,37.600
1,831.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786262400000,6,4,37.570
1,822.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786266000000,6,4,37.540
1,820.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786269600000,6,4,37.520
1,820.000,松滋河(西支),0,14,0,0,0,0,0,1,61500300,新江口,0,1786273200000,6,4,37.500
