q,rvnm,stcd,stnm,tm,wptn,z
26100,长江干流,60112200,汉口,1785790800000,4,20.700
26100,长江干流,60112200,汉口,1785794400000,6,20.700
26100,长江干流,60112200,汉口,1785801600000,6,20.690
26100,长江干流,60112200,汉口,1785812400000,6,20.680
26100,长江干流,60112200,汉口,1785823200000,6,20.670
26300,长江干流,60112200,汉口,1785834000000,6,20.660
26500,长江干流,60112200,汉口,1785841200000,6,20.660
26500,长江干流,60112200,汉口,1785848400000,4,20.640
26400,长江干流,60112200,汉口,1785855600000,4,20.630
26300,长江干流,60112200,汉口,1785862800000,6,20.640
26300,长江干流,60112200,汉口,1785870000000,5,20.640
26400,长江干流,60112200,汉口,1785877200000,6,20.630
26400,长江干流,60112200,汉口,1785880800000,6,20.630
26400,长江干流,60112200,汉口,1785884400000,4,20.620
26400,长江干流,60112200,汉口,1785888000000,6,20.620
26400,长江干流,60112200,汉口,1785891600000,6,20.620
26400,长江干流,60112200,汉口,1785902400000,6,20.620
26500,长江干流,60112200,汉口,1785913200000,6,20.610
26500,长江干流,60112200,汉口,1785924000000,6,20.610
26600,长江干流,60112200,汉口,1785931200000,4,20.600
26600,长江干流,60112200,汉口,1785938400000,6,20.600
26600,长江干流,60112200,汉口,1785945600000,6,20.600
26600,长江干流,60112200,汉口,1785952800000,4,20.600
26700,长江干流,60112200,汉口,1785956400000,5,20.610
26800,长江干流,60112200,汉口,1785963600000,6,20.610
26800,长江干流,60112200,汉口,1785967200000,4,20.600
26800,长江干流,60112200,汉口,1785970800000,6,20.600
26800,长江干流,60112200,汉口,1785974400000,5,20.610
26800,长江干流,60112200,汉口,1785978000000,4,20.600
26800,长江干流,60112200,汉口,1785988800000,6,20.600
26800,长江干流,60112200,汉口,1785999600000,6,20.600
26900,长江干流,60112200,汉口,1786010400000,5,20.600
27000,长江干流,60112200,汉口,1786017600000,5,20.610
27000,长江干流,60112200,汉口,1786024800000,4,20.600
27200,长江干流,60112200,汉口,1786060800000,6,20.620
27300,长江干流,60112200,汉口,1786071600000,6,20.620
27300,长江干流,60112200,汉口,1786078800000,4,20.620
27300,长江干流,60112200,汉口,1786082400000,5,20.630
27400,长江干流,60112200,汉口,1786089600000,6,20.630
27400,长江干流,60112200,汉口,1786093200000,6,20.630
27400,长江干流,60112200,汉口,1786096800000,6,20.630
27400,长江干流,60112200,汉口,1786100400000,6,20.630
27500,长江干流,60112200,汉口,1786107600000,6,20.640
27500,长江干流,60112200,汉口,1786111200000,6,20.640
27500,长江干流,60112200,汉口,1786114800000,6,20.640
27500,长江干流,60112200,汉口,1786118400000,5,20.650
27600,长江干流,60112200,汉口,1786122000000,6,20.650
27600,长江干流,60112200,汉口,1786125600000,5,20.660
27700,长江干流,60112200,汉口,1786129200000,6,20.660
27700,长江干流,60112200,汉口,1786132800000,6,20.660
27700,长江干流,60112200,汉口,1786136400000,6,20.660
27800,长江干流,60112200,汉口,1786140000000,5,20.670
27800,长江干流,60112200,汉口,1786143600000,6,20.670
27800,长江干流,60112200,汉口,1786147200000,6,20.670
27800,长江干流,60112200,汉口,1786154400000,6,20.670
27800,长江干流,60112200,汉口,1786158000000,6,20.670
,长江干流,60112200,汉口,1786165200000,6,20.680
27900,长江干流,60112200,汉口,1786172400000,5,20.690
27900,长江干流,60112200,汉口,1786176000000,4,20.680
28000,长江干流,60112200,汉口,1786179600000,5,20.690
27900,长江干流,60112200,汉口,1786183200000,6,20.690
27900,长江干流,60112200,汉口,1786186800000,6,20.690
28000,长江干流,60112200,汉口,1786194000000,6,20.700
27900,长江干流,60112200,汉口,1786197600000,4,20.690
27900,长江干流,60112200,汉口,1786201200000,6,20.690
27900,长江干流,60112200,汉口,1786204800000,6,20.690
27900,长江干流,60112200,汉口,1786208400000,5,20.700
27900,长江干流,60112200,汉口,1786212000000,6,20.700
27900,长江干流,60112200,汉口,1786215600000,6,20.700
27900,长江干流,60112200,汉口,1786219200000,6,20.700
28000,长江干流,60112200,汉口,1786222800000,6,20.700
28000,长江干流,60112200,汉口,1786226400000,6,20.700
28000,长江干流,60112200,汉口,1786230000000,6,20.700
28000,长江干流,60112200,汉口,1786233600000,6,20.700
27900,长江干流,60112200,汉口,1786240800000,6,20.700
27900,长江干流,60112200,汉口,1786244400000,4,20.690
27900,长江干流,60112200,汉口,1786251600000,5,20.700
27900,长江干流,60112200,汉口,1786258800000,6,20.690
27800,长江干流,60112200,汉口,1786262400000,6,20.690
27800,长江干流,60112200,汉口,1786266000000,4,20.680
27700,长江干流,60112200,汉口,1786269600000,6,20.680
27700,长江干流,60112200,汉口,1786273200000,4,20.670
27600,长江干流,60112200,汉口,1786280400000,6,20.670
27600,长江干流,60112200,汉口,1786284000000,6,20.670
27600,长江干流,60112200,汉口,1786287600000,6,20.670
27600,长江干流,60112200,汉口,1786291200000,4,20.660
27600,长江干流,60112200,汉口,1786294800000,5,20.670
27600,长江干流,60112200,汉口,1786298400000,4,20.660
27600,长江干流,60112200,汉口,1786302000000,4,20.650
27500,长江干流,60112200,汉口,1786305600000,6,20.650
27500,长江干流,60112200,汉口,1786309200000,5,20.660
27600,长江干流,60112200,汉口,1786312800000,6,20.660
27600,长江干流,60112200,汉口,1786316400000,6,20.660
27600,长江干流,60112200,汉口,1786320000000,4,20.630
27500,长江干流,60112200,汉口,1786327200000,6,20.630
27500,长江干流,60112200,汉口,1786334400000,4,20.620
27500,长江干流,60112200,汉口,1786341600000,4,20.620
27000,长江干流,60112200,汉口,1786348800000,6,20.620
27000,长江干流,60112200,汉口,1786352400000,6,20.620
27000,长江干流,60112200,汉口,1786359600000,5,20.630
27000,长江干流,60112200,汉口,1786363200000,4,20.620
26900,长江干流,60112200,汉口,1786366800000,6,20.620
26900,长江干流,60112200,汉口,1786374000000,6,20.630
26900,长江干流,60112200,汉口,1786377600000,6,20.630
26900,长江干流,60112200,汉口,1786381200000,6,20.630
26900.000,长江干流,60112200,汉口,1786384800000,5,20.640
26900,长江干流,60112200,汉口,1786388400000,6,20.640
26900,长江干流,60112200,汉口,1786392000000,5,20.650
26900,长江干流,60112200,汉口,1786395600000,6,20.650
26900,长江干流,60112200,汉口,1786399200000,6,20.650
26900,长江干流,60112200,汉口,1786402800000,6,20.650
26900,长江干流,60112200,汉口,1786406400000,5,20.660
26900,长江干流,60112200,汉口,1786413600000,6,20.660
26900,长江干流,60112200,汉口,1786420800000,5,20.670
27000,长江干流,60112200,汉口,1786424400000,6,20.670
27000,长江干流,60112200,汉口,1786428000000,6,20.670
26900,长江干流,60112200,汉口,1786431600000,4,20.660
26800,长江干流,60112200,汉口,1786438800000,6,20.660
26800,长江干流,60112200,汉口,1786442400000,6,20.660
26700,长江干流,60112200,汉口,1786446000000,4,20.650
26700,长江干流,60112200,汉口,1786453200000,4,20.650
26700,长江干流,60112200,汉口,1786456800000,6,20.650
26600,长江干流,60112200,汉口,1786460400000,4,20.640
26600,长江干流,60112200,汉口,1786464000000,6,20.640
26500,长江干流,60112200,汉口,1786467600000,6,20.640
26600,长江干流,60112200,汉口,1786471200000,6,20.640
26500,长江干流,60112200,汉口,1786474800000,6,20.640
26500,长江干流,60112200,汉口,1786478400000,4,20.630
26500,长江干流,60112200,汉口,1786482000000,6,20.630
26500,长江干流,60112200,汉口,1786485600000,6,20.630
26400,长江干流,60112200,汉口,1786489200000,4,20.620
26400,长江干流,60112200,汉口,1786492800000,6,20.620
26300,长江干流,60112200,汉口,1786503600000,6,20.610
26300,长江干流,60112200,汉口,1786507200000,4,20.600
26200,长江干流,60112200,汉口,1786514400000,6,20.600
26200,长江干流,60112200,汉口,1786518000000,4,20.590
26200.000,长江干流,60112200,汉口,1786521600000,6,20.590
26200,长江干流,60112200,汉口,1786525200000,4,20.580
26200,长江干流,60112200,汉口,1786528800000,6,20.580
26200,长江干流,60112200,汉口,1786532400000,4,20.570
26200,长江干流,60112200,汉口,1786536000000,6,20.570
26100,长江干流,60112200,汉口,1786543200000,4,20.550
26000,长江干流,60112200,汉口,1786546800000,6,20.550
26000,长江干流,60112200,汉口,1786550400000,6,20.550
26000,长江干流,60112200,汉口,1786554000000,4,20.540
,长江干流,60112200,汉口,1786557600000,4,20.530
25900,长江干流,60112200,汉口,1786561200000,6,20.530
25900,长江干流,60112200,汉口,1786564800000,4,20.520
25900,长江干流,60112200,汉口,1786568400000,4,20.510
25900,长江干流,60112200,汉口,1786572000000,5,20.520
25900,长江干流,60112200,汉口,1786575600000,4,20.510
25900,长江干流,60112200,汉口,1786579200000,6,20.510
26000,长江干流,60112200,汉口,1786590000000,6,20.510
26600,长江干流,60112200,汉口,1786597200000,6,20.520
26700,长江干流,60112200,汉口,1786600800000,5,20.530
,长江干流,60112200,汉口,1786608000000,5,20.540
26900,长江干流,60112200,汉口,1786611600000,6,20.540
27000,长江干流,60112200,汉口,1786615200000,5,20.550
27100,长江干流,60112200,汉口,1786618800000,5,20.560
27200,长江干流,60112200,汉口,1786622400000,6,20.560
27400,长江干流,60112200,汉口,1786629600000,5,20.580
27500,长江干流,60112200,汉口,1786633200000,5,20.590
27600,长江干流,60112200,汉口,1786636800000,5,20.610
27700,长江干流,60112200,汉口,1786640400000,5,20.620
27800,长江干流,60112200,汉口,1786644000000,5,20.640
27900,长江干流,60112200,汉口,1786647600000,6,20.640
28000,长江干流,60112200,汉口,1786651200000,5,20.650
28100,长江干流,60112200,汉口,1786654800000,5,20.670
28200,长江干流,60112200,汉口,1786658400000,5,20.680
28300,长江干流,60112200,汉口,1786662000000,5,20.690
28300,长江干流,60112200,汉口,1786665600000,5,20.700
28600,长江干流,60112200,汉口,1786676400000,5,20.750
28700,长江干流,60112200,汉口,1786680000000,5,20.770
28800,长江干流,60112200,汉口,1786683600000,5,20.78
29000,长江干流,60112200,汉口,1786687200000,5,20.800
29100,长江干流,60112200,汉口,1786690800000,5,20.810
29300,长江干流,60112200,汉口,1786698000000,5,20.840
29400,长江干流,60112200,汉口,1786701600000,6,20.840
29500,长江干流,60112200,汉口,1786705200000,5,20.870
29500,长江干流,60112200,汉口,1786708800000,5,20.880
29600,长江干流,60112200,汉口,1786712400000,5,20.890
29700,长江干流,60112200,汉口,1786719600000,5,20.920
29900,长江干流,60112200,汉口,1786723200000,5,20.940
29900,长江干流,60112200,汉口,1786726800000,5,20.960
30000,长江干流,60112200,汉口,1786730400000,5,20.980
30100,长江干流,60112200,汉口,1786734000000,5,20.990
30200,长江干流,60112200,汉口,1786737600000,6,20.990
30300,长江干流,60112200,汉口,1786741200000,5,21.010
30400,长江干流,60112200,汉口,1786744800000,6,21.010
30400,长江干流,60112200,汉口,1786748400000,5,21.030
30500,长江干流,60112200,汉口,1786752000000,5,21.060
30600,长江干流,60112200,汉口,1786755600000,6,21.060
30600,长江干流,60112200,汉口,1786759200000,5,21.070
30700,长江干流,60112200,汉口,1786762800000,5,21.080
30800,长江干流,60112200,汉口,1786766400000,5,21.090
30800,长江干流,60112200,汉口,1786770000000,5,21.100
30800,长江干流,60112200,汉口,1786773600000,5,21.110
30900,长江干流,60112200,汉口,1786777200000,5,21.120
30900,长江干流,60112200,汉口,1786780800000,5,21.140
,长江干流,60112200,汉口,1786784400000,6,21.14
31000,长江干流,60112200,汉口,1786788000000,4,21.130
31100,长江干流,60112200,汉口,1786791600000,5,21.170
31100,长江干流,60112200,汉口,1786795200000,5,21.180
31200,长江干流,60112200,汉口,1786798800000,6,21.180
31200,长江干流,60112200,汉口,1786802400000,5,21.200
31200,长江干流,60112200,汉口,1786806000000,5,21.220
31300,长江干流,60112200,汉口,1786809600000,5,21.230
31300,长江干流,60112200,汉口,1786813200000,6,21.230
31300,长江干流,60112200,汉口,1786816800000,6,21.230
31300,长江干流,60112200,汉口,1786820400000,5,21.250
31300,长江干流,60112200,汉口,1786824000000,6,21.250
31300,长江干流,60112200,汉口,1786827600000,6,21.250
31200,长江干流,60112200,汉口,1786831200000,6,21.250
31200,长江干流,60112200,汉口,1786834800000,5,21.270
31300,长江干流,60112200,汉口,1786838400000,5,21.280
31200,长江干流,60112200,汉口,1786842000000,5,21.290
31200,长江干流,60112200,汉口,1786849200000,6,21.300
31200,长江干流,60112200,汉口,1786852800000,4,21.290
29800,长江干流,60112200,汉口,1786856400000,6,21.290
29700,长江干流,60112200,汉口,1786860000000,5,21.300
29700,长江干流,60112200,汉口,1786863600000,6,21.300
29700,长江干流,60112200,汉口,1786867200000,6,21.300
29600,长江干流,60112200,汉口,1786870800000,6,21.300
29600,长江干流,60112200,汉口,1786874400000,6,21.300
29600,长江干流,60112200,汉口,1786878000000,6,21.300
29500,长江干流,60112200,汉口,1786881600000,5,21.310
29500,长江干流,60112200,汉口,1786885200000,6,21.310
29400,长江干流,60112200,汉口,1786888800000,4,21.300
29300,长江干流,60112200,汉口,1786892400000,5,21.310
29200,长江干流,60112200,汉口,1786896000000,6,21.310
29100,长江干流,60112200,汉口,1786899600000,6,21.310
29000,长江干流,60112200,汉口,1786903200000,6,21.310
28900,长江干流,60112200,汉口,1786906800000,4,21.290
28800,长江干流,60112200,汉口,1786910400000,6,21.290
28600,长江干流,60112200,汉口,1786914000000,4,21.280
28500,长江干流,60112200,汉口,1786917600000,6,21.280
28400,长江干流,60112200,汉口,1786921200000,6,21.280
28200,长江干流,60112200,汉口,1786924800000,6,21.280
28100,长江干流,60112200,汉口,1786928400000,4,21.270
27700,长江干流,60112200,汉口,1786935600000,4,21.250
27500,长江干流,60112200,汉口,1786939200000,4,21.240
27400,长江干流,60112200,汉口,1786942800000,4,21.230
27000,长江干流,60112200,汉口,1786950000000,4,21.210
26900,长江干流,60112200,汉口,1786953600000,6,21.210
26700,长江干流,60112200,汉口,1786957200000,4,21.190
26600,长江干流,60112200,汉口,1786960800000,4,21.180
26600,长江干流,60112200,汉口,1786964400000,6,21.180
26300,长江干流,60112200,汉口,1786971600000,4,21.150
26200,长江干流,60112200,汉口,1786975200000,4,21.130
26100,长江干流,60112200,汉口,1786978800000,6,21.130
26100,长江干流,60112200,汉口,1786982400000,4,21.120
26000,长江干流,60112200,汉口,1786986000000,4,21.110
25800,长江干流,60112200,汉口,1786989600000,4,21.090
25800,长江干流,60112200,汉口,1786993200000,4,21.080
25700,长江干流,60112200,汉口,1786996800000,4,21.060
25600,长江干流,60112200,汉口,1787000400000,4,21.050
25600,长江干流,60112200,汉口,1787004000000,4,21.040
25500,长江干流,60112200,汉口,1787007600000,4,21.020
25500,长江干流,60112200,汉口,1787011200000,4,21.010
25400,长江干流,60112200,汉口,1787014800000,4,21.000
25300,长江干流,60112200,汉口,1787022000000,4,20.960
25200,长江干流,60112200,汉口,1787025600000,4,20.950
25200,长江干流,60112200,汉口,1787029200000,4,20.930
25100,长江干流,60112200,汉口,1787032800000,4,20.910
25100,长江干流,60112200,汉口,1787036400000,4,20.890
25000,长江干流,60112200,汉口,1787040000000,6,20.890
25000,长江干流,60112200,汉口,1787043600000,4,20.860
,长江干流,60112200,汉口,1787047200000,4,20.840
24900,长江干流,60112200,汉口,1787050800000,4,20.830
,长江干流,60112200,汉口,1787058000000,4,20.800
24900,长江干流,60112200,汉口,1787061600000,4,20.780
24800,长江干流,60112200,汉口,1787065200000,4,20.770
24800,长江干流,60112200,汉口,1787068800000,4,20.760
24700,长江干流,60112200,汉口,1787072400000,4,20.750
24600,长江干流,60112200,汉口,1787076000000,4,20.730
24500,长江干流,60112200,汉口,1787079600000,4,20.710
24500,长江干流,60112200,汉口,1787083200000,4,20.700
24400,长江干流,60112200,汉口,1787086800000,4,20.690
24400,长江干流,60112200,汉口,1787090400000,4,20.680
24400,长江干流,60112200,汉口,1787094000000,4,20.660
24400,长江干流,60112200,汉口,1787097600000,4,20.640
24400,长江干流,60112200,汉口,1787101200000,4,20.630
25300,长江干流,60112200,汉口,1787108400000,4,20.600
24500,长江干流,60112200,汉口,1787112000000,4,20.590
25200,长江干流,60112200,汉口,1787115600000,4,20.570
25200,长江干流,60112200,汉口,1787119200000,4,20.560
24200,长江干流,60112200,汉口,1787122800000,4,20.540
24200,长江干流,60112200,汉口,1787126400000,4,20.530
24100,长江干流,60112200,汉口,1787130000000,4,20.510
24100,长江干流,60112200,汉口,1787133600000,4,20.500
24000,长江干流,60112200,汉口,1787137200000,4,20.480
24000,长江干流,60112200,汉口,1787140800000,4,20.470
24100,长江干流,60112200,汉口,1787144400000,4,20.460
24000,长江干流,60112200,汉口,1787148000000,4,20.440
24000,长江干流,60112200,汉口,1787151600000,4,20.430
24000,长江干流,60112200,汉口,1787155200000,4,20.420
24000,长江干流,60112200,汉口,1787158800000,4,20.410
23900,长江干流,60112200,汉口,1787162400000,4,20.390
23900,长江干流,60112200,汉口,1787166000000,4,20.380
23900,长江干流,60112200,汉口,1787169600000,4,20.370
23800,长江干流,60112200,汉口,1787173200000,4,20.360
23900,长江干流,60112200,汉口,1787176800000,4,20.350
23900,长江干流,60112200,汉口,1787180400000,4,20.330
23800,长江干流,60112200,汉口,1787184000000,4,20.320
23800,长江干流,60112200,汉口,1787187600000,4,20.310
23700,长江干流,60112200,汉口,1787194800000,4,20.280
23700,长江干流,60112200,汉口,1787198400000,4,20.270
23700,长江干流,60112200,汉口,1787202000000,4,20.260
23700,长江干流,60112200,汉口,1787205600000,4,20.250
23600,长江干流,60112200,汉口,1787209200000,4,20.240
23600,长江干流,60112200,汉口,1787212800000,4,20.230
23600,长江干流,60112200,汉口,1787216400000,4,20.220
23600,长江干流,60112200,汉口,1787220000000,4,20.210
23600,长江干流,60112200,汉口,1787223600000,4,20.200
23500,长江干流,60112200,汉口,1787230800000,4,20.170
23500,长江干流,60112200,汉口,1787234400000,4,20.160
23500,长江干流,60112200,汉口,1787238000000,4,20.150
23500,长江干流,60112200,汉口,1787241600000,6,20.150
23500,长江干流,60112200,汉口,1787245200000,4,20.140
23400,长江干流,60112200,汉口,1787248800000,4,20.130
23400,长江干流,60112200,汉口,1787252400000,4,20.12
