oq,q,stcd,stnm,tm,wptn,z,rvnm
,36800,60116300,南京,1786201200000,4,5.73,长江干流
,35000,60116300,南京,1786204800000,4,5.72,长江干流
,33900,60116300,南京,1786208400000,5,5.75,长江干流
,31200,60116300,南京,1786212000000,5,5.91,长江干流
,27100,60116300,南京,1786215600000,5,6.12,长江干流
,26200,60116300,南京,1786219200000,5,6.27,长江干流
,27900,60116300,南京,1786222800000,5,6.32,长江干流
,29200,60116300,南京,1786226400000,4,6.31,长江干流
,31600,60116300,南京,1786230000000,4,6.29,长江干流
,32000,60116300,南京,1786240800000,4,6.14,长江干流
,33700,60116300,南京,1786244400000,4,6.07,长江干流
,34800,60116300,南京,1786251600000,4,5.98,长江干流
,,60116300,南京,1786255200000,4,5.95,长江干流
,35400,60116300,南京,1786258800000,4,5.94,长江干流
,,60116300,南京,1786262400000,5,5.99,长江干流
,32200,60116300,南京,1786266000000,5,6.08,长江干流
,31300,60116300,南京,1786269600000,5,6.15,长江干流
,31500,60116300,南京,1786273200000,5,6.165,长江干流
,33100,60116300,南京,1786280400000,4,6.13,长江干流
,34100,60116300,南京,1786284000000,4,6.1,长江干流
,33800,60116300,南京,1786287600000,4,6.06,长江干流
,34100,60116300,南京,1786291200000,4,6.03,长江干流
,34600,60116300,南京,1786294800000,4,5.99,长江干流
,34800,60116300,南京,1786298400000,6,5.99,长江干流
,31200,60116300,南京,1786320000000,6,6.69,长江干流
,30400,60116300,南京,1786334400000,4,6.44,长江干流
,34000,60116300,南京,1786341600000,6,6.45,长江干流
,31200,60116300,南京,1786348800000,5,6.52,长江干流
,29700,60116300,南京,1786352400000,5,6.67,长江干流
,25900,60116300,南京,1786359600000,5,6.89,长江干流
,28800,60116300,南京,1786363200000,5,6.93,长江干流
,31000,60116300,南京,1786366800000,6,6.93,长江干流
,32600,60116300,南京,1786374000000,4,6.89,长江干流
,33900,60116300,南京,1786377600000,4,6.84,长江干流
,35300,60116300,南京,1786381200000,4,6.78,长江干流
,35100,60116300,南京,1786388400000,4,6.72,长江干流
,,60116300,南京,1786392000000,5,6.74,长江干流
,30200,60116300,南京,1786395600000,5,6.96,长江干流
,23900,60116300,南京,1786399200000,5,7.25,长江干流
,24000,60116300,南京,1786402800000,5,7.37,长江干流
,35800,60116300,南京,1786413600000,4,7.24,长江干流
,35800,60116300,南京,1786417200000,4,7.17,长江干流
,37100,60116300,南京,1786424400000,4,7.05,长江干流
,36400,60116300,南京,1786428000000,4,7,长江干流
,38000,60116300,南京,1786431600000,4,6.95,长江干流
,38500,60116300,南京,1786438800000,4,6.85,长江干流
,,60116300,南京,1786442400000,5,6.92,长江干流
,,60116300,南京,1786446000000,5,7.03,长江干流
,35200,60116300,南京,1786453200000,6,7.08,长江干流
,35900,60116300,南京,1786456800000,4,7.05,长江干流
,39200,60116300,南京,1786460400000,4,7,长江干流
,37900,60116300,南京,1786464000000,4,6.96,长江干流
,38500,60116300,南京,1786467600000,4,6.9,长江干流
,37000,60116300,南京,1786471200000,4,6.85,长江干流
,39500,60116300,南京,1786474800000,4,6.81,长江干流
,39100,60116300,南京,1786478400000,4,6.77,长江干流
,38000,60116300,南京,1786482000000,5,6.78,长江干流
,30800,60116300,南京,1786485600000,5,7.08,长江干流
,26800,60116300,南京,1786489200000,5,7.39,长江干流
,26800,60116300,南京,1786492800000,5,7.52,长江干流
,,60116300,南京,1786503600000,4,7.36,长江干流
,37300,60116300,南京,1786507200000,4,7.29,长江干流
,38300,60116300,南京,1786514400000,4,7.12,长江干流
,39300,60116300,南京,1786518000000,4,7.06,长江干流
,40800,60116300,南京,1786525200000,4,6.92,长江干流
,41400,60116300,南京,1786528800000,4,6.9,长江干流
,34400,60116300,南京,1786532400000,5,7.08,长江干流
,31800,60116300,南京,1786536000000,5,7.23,长江干流
,,60116300,南京,1786543200000,4,7.25,长江干流
,37100,60116300,南京,1786546800000,4,7.19,长江干流
,37400,60116300,南京,1786550400000,4,7.12,长江干流
,39100,60116300,南京,1786554000000,4,7.04,长江干流
,,60116300,南京,1786557600000,4,6.98,长江干流
,39400,60116300,南京,1786561200000,4,6.9,长江干流
,41200,60116300,南京,1786564800000,4,6.82,长江干流
,38800,60116300,南京,1786568400000,4,6.76,长江干流
,39200,60116300,南京,1786572000000,5,6.77,长江干流
,28900,60116300,南京,1786575600000,5,7.21,长江干流
,23500,60116300,南京,1786579200000,5,7.5,长江干流
,34100,60116300,南京,1786590000000,4,7.46,长江干流
,,60116300,南京,1786597200000,4,7.28,长江干流
,37100,60116300,南京,1786600800000,4,7.19,长江干流
,,60116300,南京,1786608000000,4,7.02,长江干流
,39900,60116300,南京,1786611600000,4,6.94,长江干流
,40700,60116300,南京,1786615200000,4,6.87,长江干流
,38900,60116300,南京,1786618800000,4,6.86,长江干流
,32100,60116300,南京,1786622400000,5,7.11,长江干流
,,60116300,南京,1786629600000,5,7.25,长江干流
,34600,60116300,南京,1786633200000,4,7.21,长江干流
,37700,60116300,南京,1786636800000,4,7.15,长江干流
,38400,60116300,南京,1786640400000,4,7.08,长江干流
,,60116300,南京,1786644000000,4,6.99,长江干流
,40800,60116300,南京,1786647600000,4,6.91,长江干流
,42100,60116300,南京,1786651200000,4,6.83,长江干流
,41100,60116300,南京,1786654800000,4,6.76,长江干流
,40000,60116300,南京,1786658400000,4,6.69,长江干流
,39600,60116300,南京,1786662000000,5,6.77,长江干流
,27400,60116300,南京,1786665600000,5,7.24,长江干流
,33100,60116300,南京,1786676400000,4,7.45,长江干流
,,60116300,南京,1786683600000,4,7.32,长江干流
,39100,60116300,南京,1786687200000,4,7.22,长江干流
,40900,60116300,南京,1786690800000,4,7.14,长江干流
,41200,60116300,南京,1786698000000,4,7,长江干流
,41900,60116300,南京,1786701600000,4,6.92,长江干流
,40200,60116300,南京,1786705200000,4,6.85,长江干流
,38300,60116300,南京,1786708800000,5,6.94,长江干流
,31300,60116300,南京,1786712400000,5,7.22,长江干流
,,60116300,南京,1786719600000,4,7.32,长江干流
,,60116300,南京,1786723200000,4,7.27,长江干流
,38000,60116300,南京,1786726800000,4,7.21,长江干流
,,60116300,南京,1786730400000,4,7.13,长江干流
,39400,60116300,南京,1786734000000,4,7.05,长江干流
,40400,60116300,南京,1786737600000,4,6.97,长江干流
,39500,60116300,南京,1786741200000,4,6.89,长江干流
,42000,60116300,南京,1786744800000,4,6.82,长江干流
,40200,60116300,南京,1786748400000,4,6.76,长江干流
,24500,60116300,南京,1786755600000,5,7.37,长江干流
,,60116300,南京,1786762800000,4,7.52,长江干流
,33700,60116300,南京,1786766400000,4,7.45,长江干流
,37900,60116300,南京,1786770000000,4,7.38,长江干流
,38300,60116300,南京,1786773600000,4,7.3,长江干流
,39600,60116300,南京,1786777200000,4,7.21,长江干流
,40500,60116300,南京,1786780800000,4,7.11,长江干流
,,60116300,南京,1786784400000,4,7.03,长江干流
,41800,60116300,南京,1786788000000,4,6.94,长江干流
,40900,60116300,南京,1786791600000,4,6.86,长江干流
,42400,60116300,南京,1786795200000,4,6.8,长江干流
,35700,60116300,南京,1786798800000,5,7.04,长江干流
,30200,60116300,南京,1786802400000,5,7.24,长江干流
,29700,60116300,南京,1786806000000,5,7.3,长江干流
,34700,60116300,南京,1786809600000,4,7.26,长江干流
,37600,60116300,南京,1786813200000,4,7.2,长江干流
,40700,60116300,南京,1786816800000,4,7.13,长江干流
,,60116300,南京,1786820400000,4,7.05,长江干流
,40900,60116300,南京,1786824000000,4,6.96,长江干流
,42500,60116300,南京,1786827600000,4,6.87,长江干流
,40000,60116300,南京,1786831200000,4,6.79,长江干流
,41500,60116300,南京,1786834800000,4,6.71,长江干流
,34400,60116300,南京,1786842000000,5,7,长江干流
,28400,60116300,南京,1786849200000,5,7.35,长江干流
,32700,60116300,南京,1786852800000,4,7.3,长江干流
,37000,60116300,南京,1786856400000,4,7.24,长江干流
,32500,60116300,南京,1786860000000,4,7.16,长江干流
,40100,60116300,南京,1786863600000,4,7.08,长江干流
,40800,60116300,南京,1786867200000,4,6.98,长江干流
,43200,60116300,南京,1786870800000,4,6.88,长江干流
,40900,60116300,南京,1786874400000,4,6.79,长江干流
,40200,60116300,南京,1786878000000,4,6.7,长江干流
,41800,60116300,南京,1786881600000,4,6.62,长江干流
,41600,60116300,南京,1786885200000,5,6.68,长江干流
,29300,60116300,南京,1786888800000,5,6.97,长江干流
,28900,60116300,南京,1786892400000,5,7.12,长江干流
,32200,60116300,南京,1786896000000,5,7.13,长江干流
,35900,60116300,南京,1786899600000,4,7.08,长江干流
,39100,60116300,南京,1786903200000,4,7.02,长江干流
,,60116300,南京,1786906800000,4,6.95,长江干流
,41800,60116300,南京,1786910400000,4,6.86,长江干流
,40700,60116300,南京,1786914000000,4,6.78,长江干流
,42000,60116300,南京,1786917600000,4,6.69,长江干流
,42500,60116300,南京,1786921200000,4,6.61,长江干流
,40100,60116300,南京,1786928400000,5,6.58,长江干流
,26900,60116300,南京,1786935600000,5,7.1,长江干流
,29600,60116300,南京,1786939200000,5,7.12,长江干流
,36900,60116300,南京,1786942800000,4,7.08,长江干流
,40800,60116300,南京,1786950000000,4,6.94,长江干流
,41700,60116300,南京,1786953600000,4,6.86,长江干流
,39000,60116300,南京,1786957200000,4,6.78,长江干流
,39600,60116300,南京,1786960800000,4,6.69,长江干流
,40800,60116300,南京,1786964400000,4,6.6,长江干流
,,60116300,南京,1786971600000,4,6.47,长江干流
,34500,60116300,南京,1786975200000,5,6.69,长江干流
,30200,60116300,南京,1786978800000,5,6.9,长江干流
,30200,60116300,南京,1786982400000,5,6.99,长江干流
,33600,60116300,南京,1786986000000,4,6.98,长江干流
,36300,60116300,南京,1786989600000,4,6.94,长江干流
,39000,60116300,南京,1786993200000,4,6.89,长江干流
,40000,60116300,南京,1786996800000,4,6.82,长江干流
,41100,60116300,南京,1787000400000,4,6.74,长江干流
,41300,60116300,南京,1787004000000,4,6.65,长江干流
,41000,60116300,南京,1787007600000,4,6.57,长江干流
,42200,60116300,南京,1787014800000,4,6.45,长江干流
,32700,60116300,南京,1787022000000,5,6.83,长江干流
,32200,60116300,南京,1787025600000,5,6.92,长江干流
,35100,60116300,南京,1787029200000,4,6.91,长江干流
,,60116300,南京,1787036400000,4,6.81,长江干流
,40200,60116300,南京,1787040000000,4,6.75,长江干流
,41400,60116300,南京,1787043600000,4,6.68,长江干流
,41200,60116300,南京,1787047200000,4,6.59,长江干流
,,60116300,南京,1787050800000,4,6.51,长江干流
,42100,60116300,南京,1787058000000,4,6.37,长江干流
,37700,60116300,南京,1787061600000,5,6.44,长江干流
,32000,60116300,南京,1787065200000,5,6.68,长江干流
,,60116300,南京,1787068800000,5,6.82,长江干流
,34200,60116300,南京,1787072400000,5,6.85,长江干流
,35400,60116300,南京,1787076000000,4,6.83,长江干流
,37500,60116300,南京,1787079600000,4,6.79,长江干流
,37700,60116300,南京,1787083200000,4,6.73,长江干流
,38900,60116300,南京,1787086800000,4,6.66,长江干流
,41200,60116300,南京,1787090400000,4,6.6,长江干流
,40100,60116300,南京,1787094000000,4,6.52,长江干流
,41000,60116300,南京,1787101200000,4,6.4,长江干流
,34700,60116300,南京,1787108400000,5,6.57,长江干流
,33600,60116300,南京,1787112000000,5,6.69,长江干流
,35100,60116300,南京,1787115600000,5,6.72,长江干流
,36700,60116300,南京,1787119200000,4,6.7,长江干流
,39000,60116300,南京,1787122800000,4,6.66,长江干流
,38400,60116300,南京,1787126400000,4,6.61,长江干流
,39100,60116300,南京,1787130000000,4,6.55,长江干流
,38700,60116300,南京,1787133600000,4,6.49,长江干流
,,60116300,南京,1787137200000,4,6.42,长江干流
,38800,60116300,南京,1787144400000,4,6.31,长江干流
,38900,60116300,南京,1787148000000,6,6.31,长江干流
,34600,60116300,南京,1787151600000,5,6.48,长江干流
,30500,60116300,南京,1787155200000,5,6.64,长江干流
