q,rvnm,stcd,stnm,tm,wptn,z
12200,长江干流,60105400,寸滩,1786435200000,5,165.22
12200,长江干流,60105400,寸滩,1786438800000,6,165.220
12200,长江干流,60105400,寸滩,1786442400000,5,165.230
12200,长江干流,60105400,寸滩,1786446000000,4,165.220
12200,长江干流,60105400,寸滩,1786449600000,5,165.25
12200,长江干流,60105400,寸滩,1786453200000,4,165.230
12200,长江干流,60105400,寸滩,1786456800000,5,165.240
12200,长江干流,60105400,寸滩,1786460400000,4,165.230
12200,长江干流,60105400,寸滩,1786464000000,6,165.230
12200,长江干流,60105400,寸滩,1786467600000,4,165.210
12100,长江干流,60105400,寸滩,1786471200000,4,165.170
12100,长江干流,60105400,寸滩,1786474800000,4,165.150
12100,长江干流,60105400,寸滩,1786478400000,4,165.140
12000,长江干流,60105400,寸滩,1786482000000,4,165.130
12000,长江干流,60105400,寸滩,1786485600000,4,165.120
12000,长江干流,60105400,寸滩,1786489200000,4,165.100
12000,长江干流,60105400,寸滩,1786492800000,5,165.110
12000,长江干流,60105400,寸滩,1786500000000,5,165.11
12000,长江干流,60105400,寸滩,1786503600000,4,165.100
12000,长江干流,60105400,寸滩,1786507200000,5,165.110
11900,长江干流,60105400,寸滩,1786510800000,4,165.08
11900,长江干流,60105400,寸滩,1786514400000,4,165.040
11800,长江干流,60105400,寸滩,1786518000000,4,164.990
