q,rvnm,stcd,stnm,tm,wptn,z
38300,长江干流,60115000,大通,1785456000000,4,10.570
37900,长江干流,60115000,大通,1785517200000,4,10.460
37700,长江干流,60115000,大通,1785520800000,6,10.460
37700,长江干流,60115000,大通,1785528000000,6,10.470
37500,长江干流,60115000,大通,1785531600000,6,10.470
37500,长江干流,60115000,大通,1785535200000,4,10.460
37500,长江干流,60115000,大通,1785538800000,4,10.450
37600,长江干流,60115000,大通,1785542400000,4,10.440
37500,长江干流,60115000,大通,1785546000000,4,10.420
37600,长江干流,60115000,大通,1785556800000,4,10.390
36900,长江干流,60115000,大通,1785567600000,5,10.420
37000,长江干流,60115000,大通,1785574800000,4,10.420
37000,长江干流,60115000,大通,1785578400000,4,10.410
37100,长江干流,60115000,大通,1785585600000,4,10.390
37200,长江干流,60115000,大通,1785589200000,4,10.380
37400,长江干流,60115000,大通,1785596400000,4,10.340
37300,长江干流,60115000,大通,1785600000000,6,10.340
37200,长江干流,60115000,大通,1785603600000,4,10.320
37000,长江干流,60115000,大通,1785607200000,6,10.320
36900,长江干流,60115000,大通,1785610800000,6,10.320
36900,长江干流,60115000,大通,1785618000000,6,10.330
36800,长江干流,60115000,大通,1785621600000,6,10.330
36900,长江干流,60115000,大通,1785625200000,4,10.310
36900,长江干流,60115000,大通,1785628800000,4,10.300
36900,长江干流,60115000,大通,1785643200000,4,10.250
36300,长江干流,60115000,大通,1785654000000,5,10.280
36300,长江干流,60115000,大通,1785661200000,6,10.280
36300,长江干流,60115000,大通,1785664800000,6,10.280
36400,长江干流,60115000,大通,1785672000000,4,10.260
36400,长江干流,60115000,大通,1785675600000,4,10.250
36500,长江干流,60115000,大通,1785682800000,4,10.220
36500,长江干流,60115000,大通,1785686400000,4,10.210
36400,长江干流,60115000,大通,1785690000000,4,10.200
36600,长江干流,60115000,大通,1785693600000,4,10.180
36300,长江干流,60115000,大通,1785697200000,5,10.190
35900,长江干流,60115000,大通,1785704400000,6,10.200
35900,长江干流,60115000,大通,1785708000000,6,10.200
35900,长江干流,60115000,大通,1785711600000,4,10.190
36000,长江干流,60115000,大通,1785715200000,4,10.180
36100,长江干流,60115000,大通,1785718800000,4,10.160
36100,长江干流,60115000,大通,1785729600000,4,10.130
35400,长江干流,60115000,大通,1785744000000,5,10.130
35400,长江干流,60115000,大通,1785754800000,4,10.120
35700,长江干流,60115000,大通,1785769200000,4,10.070
35600,长江干流,60115000,大通,1785776400000,4,10.040
35500,长江干流,60115000,大通,1785780000000,4,10.030
35200,长江干流,60115000,大通,1785787200000,5,10.050
35200,长江干流,60115000,大通,1785790800000,6,10.050
35100,长江干流,60115000,大通,1785794400000,6,10.050
35200,长江干流,60115000,大通,1785801600000,6,10.040
35100,长江干流,60115000,大通,1785812400000,4,10.000
35200,长江干流,60115000,大通,1785823200000,6,9.960
34900,长江干流,60115000,大通,1785834000000,6,9.980
34800,长江干流,60115000,大通,1785841200000,6,9.980
34700,长江干流,60115000,大通,1785848400000,6,9.960
34800,长江干流,60115000,大通,1785855600000,4,9.930
35100,长江干流,60115000,大通,1785862800000,4,9.900
34900,长江干流,60115000,大通,1785870000000,4,9.875
34500,长江干流,60115000,大通,1785877200000,5,9.900
34500,长江干流,60115000,大通,1785880800000,6,9.900
34600,长江干流,60115000,大通,1785884400000,4,9.890
34500,长江干流,60115000,大通,1785888000000,4,9.880
34400,长江干流,60115000,大通,1785891600000,4,9.870
34400,长江干流,60115000,大通,1785902400000,4,9.830
34400,长江干流,60115000,大通,1785913200000,4,9.810
33900,长江干流,60115000,大通,1785924000000,6,9.830
34300,长江干流,60115000,大通,1785931200000,4,9.810
34200,长江干流,60115000,大通,1785938400000,4,9.800
34300,长江干流,60115000,大通,1785945600000,6,9.780
34000,长江干流,60115000,大通,1785952800000,4,9.760
34200,长江干流,60115000,大通,1785956400000,4,9.730
34000,长江干流,60115000,大通,1785963600000,5,9.740
33600,长江干流,60115000,大通,1785967200000,5,9.760
33800,长江干流,60115000,大通,1785970800000,4,9.750
33700,长江干流,60115000,大通,1785974400000,4,9.740
33700,长江干流,60115000,大通,1785978000000,4,9.730
33700,长江干流,60115000,大通,1785988800000,4,9.700
33400,长江干流,60115000,大通,1785999600000,4,9.660
33200,长江干流,60115000,大通,1786010400000,6,9.660
33300,长江干流,60115000,大通,1786017600000,4,9.650
33300,长江干流,60115000,大通,1786024800000,4,9.630
32600,长江干流,60115000,大通,1786060800000,6,9.590
32600,长江干流,60115000,大通,1786071600000,4,9.570
32600,长江干流,60115000,大通,1786078800000,4,9.540
32600,长江干流,60115000,大通,1786082400000,4,9.530
32900,长江干流,60115000,大通,1786089600000,6,9.520
32600,长江干流,60115000,大通,1786093200000,4,9.500
32400,长江干流,60115000,大通,1786096800000,6,9.500
32400,长江干流,60115000,大通,1786100400000,6,9.500
32400,长江干流,60115000,大通,1786107600000,6,9.490
32400,长江干流,60115000,大通,1786111200000,6,9.490
32300,长江干流,60115000,大通,1786114800000,4,9.480
32500,长江干流,60115000,大通,1786118400000,4,9.460
32400,长江干流,60115000,大通,1786122000000,6,9.460
32200,长江干流,60115000,大通,1786125600000,4,9.450
32400,长江干流,60115000,大通,1786132800000,4,9.430
32200,长江干流,60115000,大通,1786136400000,6,9.430
32200,长江干流,60115000,大通,1786140000000,5,9.440
31800,长江干流,60115000,大通,1786143600000,5,9.460
31900,长江干流,60115000,大通,1786147200000,5,9.470
31900,长江干流,60115000,大通,1786154400000,6,9.460
32100,长江干流,60115000,大通,1786158000000,4,9.450
32000,长江干流,60115000,大通,1786161600000,6,9.450
31700,长江干流,60115000,大通,1786165200000,6,9.450
31800,长江干流,60115000,大通,1786172400000,6,9.450
31800,长江干流,60115000,大通,1786176000000,4,9.440
32000,长江干流,60115000,大通,1786179600000,4,9.430
31700,长江干流,60115000,大通,1786183200000,5,9.450
32000,长江干流,60115000,大通,1786186800000,4,9.430
31900,长江干流,60115000,大通,1786194000000,4,9.420
31900,长江干流,60115000,大通,1786197600000,6,9.420
31700,长江干流,60115000,大通,1786201200000,6,9.420
31800,长江干流,60115000,大通,1786204800000,4,9.410
31800,长江干流,60115000,大通,1786208400000,6,9.410
31700,长江干流,60115000,大通,1786212000000,6,9.410
31900,长江干流,60115000,大通,1786215600000,4,9.400
31700,长江干流,60115000,大通,1786219200000,6,9.400
31800,长江干流,60115000,大通,1786222800000,4,9.390
31600,长江干流,60115000,大通,1786226400000,6,9.390
31500,长江干流,60115000,大通,1786230000000,5,9.400
31300,长江干流,60115000,大通,1786233600000,5,9.420
31400,长江干流,60115000,大通,1786240800000,5,9.430
31000,长江干流,60115000,大通,1786244400000,5,9.450
30900,长江干流,60115000,大通,1786251600000,6,9.450
31000,长江干流,60115000,大通,1786255200000,4,9.445
31100,长江干流,60115000,大通,1786258800000,4,9.430
31000.000,长江干流,60115000,大通,1786262400000,6,9.430
30800,长江干流,60115000,大通,1786266000000,6,9.430
30900,长江干流,60115000,大通,1786269600000,4,9.420
31100,长江干流,60115000,大通,1786273200000,4,9.410
30700,长江干流,60115000,大通,1786280400000,6,9.410
30800,长江干流,60115000,大通,1786284000000,5,9.420
30900,长江干流,60115000,大通,1786287600000,6,9.420
30700,长江干流,60115000,大通,1786291200000,6,9.420
30800,长江干流,60115000,大通,1786294800000,6,9.420
30800,长江干流,60115000,大通,1786298400000,6,9.420
30900,长江干流,60115000,大通,1786302000000,4,9.410
30800,长江干流,60115000,大通,1786305600000,6,9.410
30900,长江干流,60115000,大通,1786309200000,6,9.410
30800,长江干流,60115000,大通,1786312800000,6,9.410
30600,长江干流,60115000,大通,1786316400000,5,9.420
30400,长江干流,60115000,大通,1786320000000,5,9.440
30100,长江干流,60115000,大通,1786327200000,5,9.500
30000,长江干流,60115000,大通,1786334400000,5,9.560
30200,长江干流,60115000,大通,1786341600000,6,9.550
30100,长江干流,60115000,大通,1786348800000,6,9.570
30400,长江干流,60115000,大通,1786352400000,4,9.560
30700,长江干流,60115000,大通,1786359600000,6,9.570
30600,长江干流,60115000,大通,1786363200000,5,9.580
30700,长江干流,60115000,大通,1786370400000,5,9.610
30600,长江干流,60115000,大通,1786374000000,5,9.640
30800,长江干流,60115000,大通,1786377600000,5,9.660
30700,长江干流,60115000,大通,1786381200000,5,9.690
30900.000,长江干流,60115000,大通,1786384800000,5,9.700
31000,长江干流,60115000,大通,1786388400000,5,9.720
31000,长江干流,60115000,大通,1786392000000,5,9.730
31200,长江干流,60115000,大通,1786395600000,5,9.740
31300,长江干流,60115000,大通,1786399200000,5,9.750
31300,长江干流,60115000,大通,1786402800000,5,9.760
31400,长江干流,60115000,大通,1786406400000,5,9.770
31100,长江干流,60115000,大通,1786413600000,5,9.820
30500,长江干流,60115000,大通,1786420800000,5,9.910
30600,长江干流,60115000,大通,1786424400000,5,9.930
30800,长江干流,60115000,大通,1786428000000,5,9.940
30800,长江干流,60115000,大通,1786431600000,5,9.950
31000,长江干流,60115000,大通,1786438800000,5,9.970
31200,长江干流,60115000,大通,1786442400000,6,9.970
