oq,q,stcd,stnm,tm,wptn,z,rvnm
,,60115100,横港,1788206400000,5,9.34,长江干流
,,60115100,横港,1788220800000,4,9.33,长江干流
,,60115100,横港,1788238800000,6,9.29,长江干流
,,60115100,横港,1788256800000,6,9.39,长江干流
,,60115100,横港,1788274800000,4,9.34,长江干流
,,60115100,横港,1788285600000,5,9.34,长江干流
,,60115100,横港,1788296400000,5,9.42,长江干流
,,60115100,横港,1788303600000,6,9.42,长江干流
,,60115100,横港,1788310800000,4,9.4,长江干流
,,60115100,横港,1788328800000,4,9.36,长江干流
,,60115100,横港,1788346800000,6,9.43,长江干流
,,60115100,横港,1788361200000,6,9.4,长江干流
,,60115100,横港,1788372000000,4,9.37,长江干流
,,60115100,横港,1788382800000,5,9.47,长江干流
,,60115100,横港,1788390000000,5,9.49,长江干流
,,60115100,横港,1788397200000,6,9.48,长江干流
,,60115100,横港,1788415200000,4,9.45,长江干流
,,60115100,横港,1788433200000,5,9.53,长江干流
,,60115100,横港,1788447600000,4,9.51,长江干流
,,60115100,横港,1788458400000,6,9.49,长江干流
,,60115100,横港,1788469200000,5,9.56,长江干流
,,60115100,横港,1788476400000,5,9.58,长江干流
,,60115100,横港,1788483600000,6,9.58,长江干流
