kind,q,rvnm,showdp,sort,sortall,sortw1,sortw2,sortw3,sortwdp,status,stcd,stnm,stype,tm,websiteid,wptn,z
1,10100.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1789074000000,6,4,38.910
1,9400.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1789084800000,6,4,38.760
1,8860.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1789099200000,6,4,38.620
1,7990.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1789117200000,6,4,38.390
1,9130.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1789131600000,6,5,38.580
1,9740.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1789160400000,6,4,38.770
1,9360.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1789171200000,6,4,38.700
1,9130.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1789185600000,6,4,38.640
1,8570.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1789200000000,6,4,38.510
1,9190.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1789214400000,6,5,38.600
1,9590.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1789250400000,6,4,38.750
1,9350.000,长江,0,2,0,0,0,0,0,1,60107400,枝城,1,1789257600000,6,4,38.700
