q,tm,wptn,z,stcd,stnm,www,rvnm
80.3,1788206400000,6,85.13,61909600,北河,2,汉江
67.0,1788220800000,4,85.03,61909600,北河,2,汉江
24.0,1788238800000,4,84.66,61909600,北河,2,汉江
30.9,1788256800000,5,84.74,61909600,北河,2,汉江
72.8,1788274800000,5,85.08,61909600,北河,2,汉江
77.2,1788285600000,5,85.11,61909600,北河,2,汉江
68.4,1788296400000,4,85.04,61909600,北河,2,汉江
56.5,1788303600000,4,84.95,61909600,北河,2,汉江
30.9,1788310800000,4,84.74,61909600,北河,2,汉江
23.1,1788328800000,4,84.65,61909600,北河,2,汉江
18.5,1788346800000,4,84.6,61909600,北河,2,汉江
75.7,1788361200000,5,85.1,61909600,北河,2,汉江
75.7,1788372000000,6,85.1,61909600,北河,2,汉江
77.2,1788382800000,6,85.11,61909600,北河,2,汉江
77.2,1788390000000,6,85.11,61909600,北河,2,汉江
77.2,1788397200000,6,85.11,61909600,北河,2,汉江
77.2,1788415200000,6,85.11,61909600,北河,2,汉江
75.7,1788433200000,6,85.1,61909600,北河,2,汉江
75.7,1788447600000,6,85.1,61909600,北河,2,汉江
75.7,1788458400000,6,85.1,61909600,北河,2,汉江
75.7,1788469200000,6,85.1,61909600,北河,2,汉江
74.2,1788476400000,6,85.09,61909600,北河,2,汉江
74.2,1788483600000,6,85.09,61909600,北河,2,汉江
68.7,1788501600000,4,85.05,61909600,北河,2,汉江
23.1,1788519600000,4,84.65,61909600,北河,2,汉江
42.0,1788534000000,5,84.84,61909600,北河,2,汉江
60.4,1788544800000,4,84.98,61909600,北河,2,汉江
33.0,1788555600000,4,84.76,61909600,北河,2,汉江
24.9,1788559200000,4,84.67,61909600,北河,2,汉江
14.8,1788566400000,4,84.56,61909600,北河,2,汉江
20.3,1788584400000,4,84.62,61909600,北河,2,汉江
11.1,1788598800000,6,84.53,61909600,北河,2,汉江
20.3,1788609600000,5,84.62,61909600,北河,2,汉江
72.8,1788624000000,5,85.08,61909600,北河,2,汉江
61.7,1788631200000,4,84.99,61909600,北河,2,汉江
48.8,1788638400000,4,84.89,61909600,北河,2,汉江
27.7,1788645600000,4,84.7,61909600,北河,2,汉江
19.4,1788649200000,4,84.61,61909600,北河,2,汉江
17.6,1788667200000,4,84.59,61909600,北河,2,汉江
11.1,1788681600000,6,84.53,61909600,北河,2,汉江
22.2,1788696000000,5,84.64,61909600,北河,2,汉江
72.8,1788710400000,5,85.08,61909600,北河,2,汉江
74.2,1788717600000,6,85.09,61909600,北河,2,汉江
74.2,1788724800000,6,85.09,61909600,北河,2,汉江
74.2,1788732000000,6,85.09,61909600,北河,2,汉江
74.2,1788739200000,6,85.09,61909600,北河,2,汉江
72.8,1788760800000,4,85.08,61909600,北河,2,汉江
38.4,1788782400000,5,84.81,61909600,北河,2,汉江
72.8,1788800400000,6,85.08,61909600,北河,2,汉江
44.4,1788814800000,4,84.86,61909600,北河,2,汉江
24.0,1788822000000,4,84.66,61909600,北河,2,汉江
12.9,1788829200000,4,84.55,61909600,北河,2,汉江
12.9,1788847200000,4,84.55,61909600,北河,2,汉江
12.0,1788865200000,4,84.54,61909600,北河,2,汉江
68.4,1788879600000,5,85.04,61909600,北河,2,汉江
8.02,1788944400000,6,84.49,61909600,北河,2,汉江
16.7,1788958800000,5,84.58,61909600,北河,2,汉江
42.0,1788987600000,4,84.84,61909600,北河,2,汉江
12.0,1788998400000,4,84.54,61909600,北河,2,汉江
17.6,1789012800000,5,84.59,61909600,北河,2,汉江
37.3,1789030800000,4,84.8,61909600,北河,2,汉江
8.74,1789045200000,4,84.5,61909600,北河,2,汉江
35.1,1789074000000,4,84.78,61909600,北河,2,汉江
9.5,1789084800000,4,84.51,61909600,北河,2,汉江
15.7,1789099200000,5,84.57,61909600,北河,2,汉江
11.1,1789117200000,4,84.53,61909600,北河,2,汉江
40.8,1789131600000,5,84.83,61909600,北河,2,汉江
50.1,1789164000000,4,84.9,61909600,北河,2,汉江
32.0,1789171200000,4,84.75,61909600,北河,2,汉江
7.34,1789185600000,4,84.48,61909600,北河,2,汉江
9.5,1789200000000,4,84.51,61909600,北河,2,汉江
14.8,1789214400000,5,84.56,61909600,北河,2,汉江
70.0,1789250400000,6,85.06,61909600,北河,2,汉江
70.0,1789257600000,6,85.06,61909600,北河,2,汉江
68.7,1789279200000,4,85.05,61909600,北河,2,汉江
