oq,q,stcd,stnm,tm,wptn,z,rvnm
0,13200,60104800,朱沱,1788202800000,4,202.26,长江干流
0,12900,60104800,朱沱,1788217200000,4,202.14,长江干流
0,12600,60104800,朱沱,1788235200000,4,202.01,长江干流
0,12400,60104800,朱沱,1788253200000,4,201.9,长江干流
0,12000,60104800,朱沱,1788271200000,4,201.72,长江干流
0,11700,60104800,朱沱,1788282000000,4,201.6,长江干流
0,11600,60104800,朱沱,1788292800000,4,201.53,长江干流
0,11500,60104800,朱沱,1788300000000,4,201.49,长江干流
0,11400,60104800,朱沱,1788307200000,4,201.46,长江干流
0,11400,60104800,朱沱,1788325200000,5,201.45,长江干流
0,11300,60104800,朱沱,1788343200000,4,201.42,长江干流
0,11100,60104800,朱沱,1788357600000,4,201.3,长江干流
0,10800,60104800,朱沱,1788368400000,4,201.16,长江干流
0,10400,60104800,朱沱,1788379200000,4,200.98,长江干流
,10100.000,60104800,朱沱,1788390000000,4,200.850,长江干流
0,10000,60104800,朱沱,1788393600000,4,200.81,长江干流
0,10200,60104800,朱沱,1788411600000,5,200.88,长江干流
