q,tm,wptn,z,stcd,stnm,www,rvnm
245.0,1788206400000,4,88.57,61802800,黄家港(二),2,汉江
160.0,1788220800000,4,88.31,61802800,黄家港(二),2,汉江
158.0,1788238800000,4,88.21,61802800,黄家港(二),2,汉江
1270.0,1788256800000,5,88.58,61802800,黄家港(二),2,汉江
,1788274800000,4,88.72,61802800,黄家港(二),2,汉江
903.0,1788285600000,4,88.7,61802800,黄家港(二),2,汉江
197.0,1788296400000,4,88.36,61802800,黄家港(二),2,汉江
161.0,1788303600000,6,88.34,61802800,黄家港(二),2,汉江
161.0,1788310800000,4,88.32,61802800,黄家港(二),2,汉江
161.0,1788328800000,4,88.27,61802800,黄家港(二),2,汉江
1260.0,1788346800000,5,88.74,61802800,黄家港(二),2,汉江
1350.0,1788361200000,5,88.94,61802800,黄家港(二),2,汉江
189.0,1788372000000,4,88.44,61802800,黄家港(二),2,汉江
161.0,1788382800000,4,88.31,61802800,黄家港(二),2,汉江
159.0,1788390000000,5,88.31,61802800,黄家港(二),2,汉江
159.0,1788397200000,4,88.29,61802800,黄家港(二),2,汉江
159.0,1788415200000,4,88.26,61802800,黄家港(二),2,汉江
1340.0,1788433200000,5,88.84,61802800,黄家港(二),2,汉江
,1788447600000,5,88.96,61802800,黄家港(二),2,汉江
310.0,1788458400000,4,88.53,61802800,黄家港(二),2,汉江
162.0,1788469200000,5,88.34,61802800,黄家港(二),2,汉江
162.0,1788476400000,4,88.31,61802800,黄家港(二),2,汉江
158.0,1788483600000,4,88.3,61802800,黄家港(二),2,汉江
159.0,1788501600000,4,88.26,61802800,黄家港(二),2,汉江
1310.0,1788519600000,5,88.79,61802800,黄家港(二),2,汉江
,1788534000000,4,88.72,61802800,黄家港(二),2,汉江
449.0,1788544800000,4,88.58,61802800,黄家港(二),2,汉江
,1788555600000,4,88.31,61802800,黄家港(二),2,汉江
162.0,1788559200000,5,88.32,61802800,黄家港(二),2,汉江
162.0,1788566400000,4,88.3,61802800,黄家港(二),2,汉江
249.0,1788584400000,5,88.28,61802800,黄家港(二),2,汉江
678.0,1788598800000,5,88.44,61802800,黄家港(二),2,汉江
1380.0,1788609600000,5,88.94,61802800,黄家港(二),2,汉江
,1788624000000,4,88.52,61802800,黄家港(二),2,汉江
1290.0,1788631200000,5,88.91,61802800,黄家港(二),2,汉江
443.0,1788638400000,4,88.52,61802800,黄家港(二),2,汉江
193.0,1788645600000,4,88.34,61802800,黄家港(二),2,汉江
162.0,1788649200000,4,88.32,61802800,黄家港(二),2,汉江
159.0,1788667200000,4,88.29,61802800,黄家港(二),2,汉江
235.0,1788681600000,5,88.31,61802800,黄家港(二),2,汉江
1350.0,1788696000000,5,88.9,61802800,黄家港(二),2,汉江
171.0,1788710400000,4,88.31,61802800,黄家港(二),2,汉江
1290.0,1788717600000,5,88.8,61802800,黄家港(二),2,汉江
214.0,1788724800000,4,88.31,61802800,黄家港(二),2,汉江
158.0,1788732000000,4,88.26,61802800,黄家港(二),2,汉江
159.0,1788739200000,4,88.25,61802800,黄家港(二),2,汉江
,1788760800000,4,88.23,61802800,黄家港(二),2,汉江
1060.0,1788782400000,4,88.85,61802800,黄家港(二),2,汉江
1060.0,1788800400000,5,88.64,61802800,黄家港(二),2,汉江
468.0,1788814800000,4,88.47,61802800,黄家港(二),2,汉江
186.0,1788822000000,4,88.33,61802800,黄家港(二),2,汉江
194.0,1788829200000,4,88.31,61802800,黄家港(二),2,汉江
159.0,1788847200000,4,88.27,61802800,黄家港(二),2,汉江
1090.0,1788865200000,5,88.83,61802800,黄家港(二),2,汉江
160.0,1788879600000,4,88.26,61802800,黄家港(二),2,汉江
,1788944400000,5,88.66,61802800,黄家港(二),2,汉江
