q,tm,wptn,z,stcd,stnm,www,rvnm
44.8,1788206400000,6,172.98,62008750,淅川,1,汉江
43.2,1788220800000,6,172.97,62008750,淅川,1,汉江
43.2,1788238800000,6,172.97,62008750,淅川,1,汉江
43.2,1788256800000,6,172.97,62008750,淅川,1,汉江
43.2,1788274800000,6,172.97,62008750,淅川,1,汉江
41.6,1788285600000,6,172.96,62008750,淅川,1,汉江
40.1,1788296400000,6,172.95,62008750,淅川,1,汉江
38.6,1788303600000,6,172.94,62008750,淅川,1,汉江
37.1,1788310800000,6,172.93,62008750,淅川,1,汉江
40.1,1788328800000,5,172.95,62008750,淅川,1,汉江
37.1,1788346800000,4,172.93,62008750,淅川,1,汉江
32.8,1788361200000,4,172.9,62008750,淅川,1,汉江
29.9,1788372000000,4,172.88,62008750,淅川,1,汉江
29.9,1788382800000,6,172.88,62008750,淅川,1,汉江
29.9,1788390000000,6,172.88,62008750,淅川,1,汉江
29.9,1788397200000,6,172.88,62008750,淅川,1,汉江
28.5,1788415200000,6,172.87,62008750,淅川,1,汉江
28.5,1788433200000,6,172.87,62008750,淅川,1,汉江
27.2,1788447600000,6,172.86,62008750,淅川,1,汉江
27.2,1788458400000,6,172.86,62008750,淅川,1,汉江
26.0,1788469200000,6,172.85,62008750,淅川,1,汉江
26.0,1788476400000,6,172.85,62008750,淅川,1,汉江
24.8,1788483600000,4,172.84,62008750,淅川,1,汉江
24.8,1788501600000,6,172.84,62008750,淅川,1,汉江
20.4,1788519600000,4,172.8,62008750,淅川,1,汉江
2.99,1788534000000,4,172.32,62008750,淅川,1,汉江
2.75,1788544800000,6,172.27,62008750,淅川,1,汉江
2.7,1788555600000,6,172.26,62008750,淅川,1,汉江
2.7,1788559200000,6,172.26,62008750,淅川,1,汉江
2.7,1788566400000,6,172.26,62008750,淅川,1,汉江
2.7,1788584400000,6,172.26,62008750,淅川,1,汉江
2.65,1788598800000,4,172.25,62008750,淅川,1,汉江
2.7,1788609600000,6,172.26,62008750,淅川,1,汉江
2.7,1788624000000,6,172.26,62008750,淅川,1,汉江
2.7,1788631200000,6,172.26,62008750,淅川,1,汉江
2.7,1788638400000,6,172.26,62008750,淅川,1,汉江
2.7,1788645600000,6,172.26,62008750,淅川,1,汉江
2.7,1788649200000,6,172.26,62008750,淅川,1,汉江
2.7,1788667200000,6,172.26,62008750,淅川,1,汉江
2.7,1788681600000,6,172.26,62008750,淅川,1,汉江
2.7,1788696000000,6,172.26,62008750,淅川,1,汉江
2.7,1788710400000,6,172.26,62008750,淅川,1,汉江
2.7,1788717600000,6,172.26,62008750,淅川,1,汉江
2.7,1788724800000,6,172.26,62008750,淅川,1,汉江
2.75,1788732000000,6,172.27,62008750,淅川,1,汉江
2.75,1788739200000,6,172.27,62008750,淅川,1,汉江
2.75,1788760800000,6,172.27,62008750,淅川,1,汉江
2.75,1788782400000,6,172.27,62008750,淅川,1,汉江
2.75,1788800400000,6,172.27,62008750,淅川,1,汉江
2.75,1788814800000,6,172.27,62008750,淅川,1,汉江
2.75,1788822000000,6,172.27,62008750,淅川,1,汉江
2.75,1788829200000,6,172.27,62008750,淅川,1,汉江
3.39,1788847200000,5,172.36,62008750,淅川,1,汉江
4.67,1788865200000,6,172.46,62008750,淅川,1,汉江
4.67,1788879600000,6,172.46,62008750,淅川,1,汉江
4.67,1788944400000,6,172.46,62008750,淅川,1,汉江
4.67,1788958800000,6,172.46,62008750,淅川,1,汉江
4.67,1788987600000,6,172.46,62008750,淅川,1,汉江
4.67,1788998400000,6,172.46,62008750,淅川,1,汉江
4.49,1789012800000,4,172.45,62008750,淅川,1,汉江
4.32,1789030800000,6,172.44,62008750,淅川,1,汉江
4.87,1789045200000,6,172.47,62008750,淅川,1,汉江
5.07,1789074000000,6,172.48,62008750,淅川,1,汉江
5.07,1789084800000,6,172.48,62008750,淅川,1,汉江
5.07,1789099200000,6,172.48,62008750,淅川,1,汉江
5.77,1789117200000,5,172.51,62008750,淅川,1,汉江
10.9,1789131600000,5,172.67,62008750,淅川,1,汉江
15.0,1789164000000,6,172.74,62008750,淅川,1,汉江
15.0,1789171200000,6,172.74,62008750,淅川,1,汉江
15.0,1789185600000,6,172.74,62008750,淅川,1,汉江
15.0,1789200000000,6,172.74,62008750,淅川,1,汉江
15.0,1789214400000,6,172.74,62008750,淅川,1,汉江
11.8,1789250400000,4,172.69,62008750,淅川,1,汉江
11.8,1789257600000,6,172.69,62008750,淅川,1,汉江
11.4,1789279200000,6,172.68,62008750,淅川,1,汉江
