q,tm,wptn,z,stcd,stnm,www,rvnm
31.3,1788206400000,4,236.56,61812100,向家坪(二),1,汉江
29.5,1788220800000,4,236.54,61812100,向家坪(二),1,汉江
27.0,1788238800000,6,236.51,61812100,向家坪(二),1,汉江
27.0,1788256800000,6,236.51,61812100,向家坪(二),1,汉江
21.9,1788274800000,5,236.44,61812100,向家坪(二),1,汉江
33.3,1788285600000,6,236.58,61812100,向家坪(二),1,汉江
21.9,1788296400000,4,236.44,61812100,向家坪(二),1,汉江
18.2,1788303600000,4,236.39,61812100,向家坪(二),1,汉江
17.1,1788310800000,4,236.37,61812100,向家坪(二),1,汉江
18.8,1788328800000,5,236.4,61812100,向家坪(二),1,汉江
27.0,1788346800000,4,236.51,61812100,向家坪(二),1,汉江
18.8,1788361200000,6,236.4,61812100,向家坪(二),1,汉江
21.1,1788372000000,4,236.43,61812100,向家坪(二),1,汉江
17.1,1788382800000,4,236.37,61812100,向家坪(二),1,汉江
15.3,1788390000000,4,236.33,61812100,向家坪(二),1,汉江
14.7,1788397200000,6,236.31,61812100,向家坪(二),1,汉江
29.5,1788415200000,5,236.54,61812100,向家坪(二),1,汉江
26.4,1788433200000,4,236.5,61812100,向家坪(二),1,汉江
17.1,1788447600000,4,236.37,61812100,向家坪(二),1,汉江
15.1,1788458400000,4,236.32,61812100,向家坪(二),1,汉江
13.0,1788469200000,6,236.27,61812100,向家坪(二),1,汉江
11.5,1788476400000,4,236.23,61812100,向家坪(二),1,汉江
11.9,1788483600000,5,236.24,61812100,向家坪(二),1,汉江
28.6,1788501600000,5,236.53,61812100,向家坪(二),1,汉江
25.6,1788519600000,4,236.49,61812100,向家坪(二),1,汉江
17.1,1788534000000,4,236.37,61812100,向家坪(二),1,汉江
15.1,1788544800000,4,236.32,61812100,向家坪(二),1,汉江
12.6,1788555600000,4,236.26,61812100,向家坪(二),1,汉江
11.5,1788559200000,4,236.23,61812100,向家坪(二),1,汉江
9.19,1788566400000,4,236.17,61812100,向家坪(二),1,汉江
44.4,1788584400000,5,236.68,61812100,向家坪(二),1,汉江
35.3,1788598800000,4,236.6,61812100,向家坪(二),1,汉江
16.1,1788609600000,4,236.35,61812100,向家坪(二),1,汉江
9.19,1788624000000,4,236.17,61812100,向家坪(二),1,汉江
7.71,1788631200000,4,236.12,61812100,向家坪(二),1,汉江
6.87,1788638400000,4,236.09,61812100,向家坪(二),1,汉江
