q,tm,wptn,z,stcd,stnm,www,rvnm
69.8,1788206400000,5,74.26,62011800,新店铺(三),2,汉江
75.9,1788220800000,5,74.3,62011800,新店铺(三),2,汉江
77.4,1788238800000,6,74.31,62011800,新店铺(三),2,汉江
74.3,1788256800000,4,74.29,62011800,新店铺(三),2,汉江
62.9,1788274800000,4,74.21,62011800,新店铺(三),2,汉江
56.3,1788285600000,4,74.16,62011800,新店铺(三),2,汉江
49.9,1788296400000,4,74.11,62011800,新店铺(三),2,汉江
46.3,1788303600000,4,74.08,62011800,新店铺(三),2,汉江
42.6,1788310800000,4,74.05,62011800,新店铺(三),2,汉江
36.9,1788328800000,4,74.0,62011800,新店铺(三),2,汉江
33.6,1788346800000,6,73.97,62011800,新店铺(三),2,汉江
32.5,1788361200000,6,73.96,62011800,新店铺(三),2,汉江
31.5,1788372000000,6,73.95,62011800,新店铺(三),2,汉江
32.5,1788382800000,5,73.96,62011800,新店铺(三),2,汉江
35.8,1788390000000,5,73.99,62011800,新店铺(三),2,汉江
41.4,1788397200000,5,74.04,62011800,新店铺(三),2,汉江
56.3,1788415200000,5,74.16,62011800,新店铺(三),2,汉江
56.3,1788433200000,4,74.16,62011800,新店铺(三),2,汉江
49.9,1788447600000,4,74.11,62011800,新店铺(三),2,汉江
45.1,1788458400000,4,74.07,62011800,新店铺(三),2,汉江
45.1,1788469200000,5,74.07,62011800,新店铺(三),2,汉江
49.9,1788476400000,5,74.11,62011800,新店铺(三),2,汉江
56.3,1788483600000,5,74.16,62011800,新店铺(三),2,汉江
65.5,1788501600000,5,74.23,62011800,新店铺(三),2,汉江
60.2,1788519600000,4,74.19,62011800,新店铺(三),2,汉江
52.4,1788534000000,4,74.13,62011800,新店铺(三),2,汉江
47.5,1788544800000,4,74.09,62011800,新店铺(三),2,汉江
43.9,1788555600000,4,74.06,62011800,新店铺(三),2,汉江
