oq,q,stcd,stnm,tm,wptn,z,rvnm
,30600,60113500,八里江,1788206400000,5,13.725,长江干流
,30800,60113500,八里江,1788220800000,5,13.778,长江干流
,30800,60113500,八里江,1788238800000,6,13.783,长江干流
,30900,60113500,八里江,1788256800000,4,13.796,长江干流
,30900,60113500,八里江,1788274800000,5,13.814,长江干流
,31100,60113500,八里江,1788285600000,5,13.871,长江干流
,31300,60113500,八里江,1788296400000,5,13.916,长江干流
,31300,60113500,八里江,1788303600000,4,13.918,长江干流
,31400,60113500,八里江,1788310800000,5,13.937,长江干流
,31500,60113500,八里江,1788328800000,5,13.961,长江干流
,31700,60113500,八里江,1788346800000,4,14.01,长江干流
,31800,60113500,八里江,1788361200000,5,14.052,长江干流
,32000,60113500,八里江,1788372000000,5,14.094,长江干流
,32100,60113500,八里江,1788382800000,5,14.118,长江干流
,32100,60113500,八里江,1788390000000,5,14.122,长江干流
,32200,60113500,八里江,1788397200000,5,14.147,长江干流
,32500,60113500,八里江,1788415200000,5,14.223,长江干流
